timestamp,open,high,low,close,volume,sma_20,sma_50,rsi,ema_12,ema_26,macd,signal,macd_hist,bb_middle,bb_std,bb_upper,bb_lower,daily_return
2025-02-01 17:00:00,2.9654,3.0017,2.9654,2.9937,5672139.0,,,,2.9937,2.9937,0.0,0.0,0.0,,,,,
2025-02-01 18:00:00,2.9938,2.996,2.963,2.9647,4149563.0,,,,2.9892384615384615,2.991551851851852,-0.0023133903133905065,-0.0004626780626781013,-0.0018507122507124053,,,,,-0.00968700938637801
2025-02-01 19:00:00,2.9648,2.9671,2.9075,2.9388,13348339.0,,,,2.9814786982248522,2.9876443072702332,-0.006165609045380993,-0.0016032642592186796,-0.0045623447861623135,,,,,-0.008736128444699287
2025-02-01 20:00:00,2.9388,2.9389,2.9,2.9241,14021368.0,,,,2.9726512061902595,2.9829373215465123,-0.01028611535625279,-0.0033398344786255015,-0.006946280877627288,,,,,-0.0050020416496529
2025-02-01 21:00:00,2.924,2.945,2.9082,2.912,8644483.0,,,,2.963320251391758,2.9776827051356594,-0.014362453743901327,-0.0055443583316806665,-0.00881809541222066,,,,,-0.004138025375329257
2025-02-01 22:00:00,2.912,2.9268,2.8636,2.8869,13666352.0,,,,2.95156328963918,2.970958060310796,-0.01939477067161599,-0.008314440799667732,-0.011080329871948258,,,,,-0.00861950549450552
2025-02-01 23:00:00,2.887,2.9005,2.8281,2.8778,18609520.0,,,,2.9402150912331524,2.964057463250737,-0.023842372017584434,-0.011420027043251074,-0.01242234497433336,,,,,-0.003152170147909361
2025-02-02 00:00:00,2.8779,2.9381,2.875,2.929,11685838.0,,,,2.938489692581898,2.9614606141210524,-0.022970921539154254,-0.013730205942431711,-0.009240715596722543,,,,,0.01779136840642148
2025-02-02 01:00:00,2.9289,2.9559,2.9236,2.9376,8960645.0,,,,2.9383528168000677,2.9596931612231967,-0.021340344423129043,-0.015252233638571179,-0.006088110784557864,,,,,0.002936155684534203
2025-02-02 02:00:00,2.9375,2.9382,2.8806,2.8852,8589000.0,,,,2.930175460369288,2.9541751492807378,-0.023999688911449546,-0.017001724693146855,-0.006997964218302691,,,,,-0.01783769063180829
2025-02-02 03:00:00,2.8853,2.9,2.8273,2.8338,21440498.0,,,,2.915348466466321,2.945258471556239,-0.029910005089917924,-0.01958338077250107,-0.010326624317416853,,,,,-0.017815056148620556
2025-02-02 04:00:00,2.8337,2.8637,2.8221,2.8399,12634724.0,,,,2.903741010086887,2.9374541403298506,-0.03371313024296363,-0.022409330666593584,-0.011303799576370045,,,,,0.0021525866327898324
2025-02-02 05:00:00,2.84,2.9143,2.8364,2.8992,14234943.0,,,,2.903042393150443,2.9346205003054173,-0.03157810715497433,-0.024243085964269735,-0.0073350211907045985,,,,,0.020881016937216
2025-02-02 06:00:00,2.8992,2.9272,2.8947,2.9016,6357842.0,,,36.74057011229488,2.902820486511913,2.9321745373198307,-0.02935405080791753,-0.025265278932999295,-0.0040887718749182365,,,,,0.0008278145695364003
2025-02-02 07:00:00,2.9017,2.9073,2.8636,2.8818,12671908.0,,,34.758921274857016,2.8995865655100803,2.9284430901109544,-0.028856524600874067,-0.025983528066574252,-0.0028729965342998154,,,,,-0.006823821339950409
2025-02-02 08:00:00,2.8817,2.9154,2.8745,2.9008,6116898.0,,,41.0529263511621,2.8997732477392986,2.9263954538064394,-0.02662220606714083,-0.02611126366668757,-0.0005109424004532612,,,,,0.006593101533763468
