timestamp,open,high,low,close,volume,sma_20,sma_50,rsi,ema_12,ema_26,macd,signal,macd_hist,bb_middle,bb_std,bb_upper,bb_lower,daily_return
2025-02-01 17:00:00,0.9232,0.9331,0.9232,0.9304,2044337.9,,,,0.9304,0.9304,0.0,0.0,0.0,,,,,
2025-02-01 18:00:00,0.9305,0.9308,0.9199,0.9208,3491748.3,,,,0.928923076923077,0.9296888888888889,-0.0007658119658119356,-0.00015316239316238712,-0.0006126495726495485,,,,,-0.010318142734307867
2025-02-01 19:00:00,0.9209,0.9213,0.9082,0.9144,7549397.0,,,,0.9266887573964497,0.9285563786008231,-0.0018676212043733376,-0.0004960541554045772,-0.0013715670489687602,,,,,-0.0069504778453518545
2025-02-01 20:00:00,0.9143,0.915,0.9034,0.9121,5624661.8,,,,0.9244443331816113,0.9273373875933547,-0.0028930544117433676,-0.0009754542066723353,-0.0019176002050710324,,,,,-0.002515310586176711
2025-02-01 21:00:00,0.9121,0.919,0.9056,0.9082,3605881.3,,,,0.921945204999825,0.9259198033271803,-0.00397459832735525,-0.0015752830308089184,-0.0023993152965463317,,,,,-0.004275846946606765
2025-02-01 22:00:00,0.9082,0.9118,0.8989,0.9032,6338888.1,,,,0.9190613273075442,0.9242368549325743,-0.005175527625030152,-0.002295331949653165,-0.002880195675376987,,,,,-0.005505395287381587
2025-02-01 23:00:00,0.9032,0.9037,0.8875,0.8948,7822841.0,,,,0.9153288154140758,0.9220563471597911,-0.006727531745715276,-0.0031817719088655873,-0.003545759836849689,,,,,-0.009300265721877699
2025-02-02 00:00:00,0.8947,0.9112,0.8933,0.9078,4431589.6,,,,0.9141705361196026,0.921000321444251,-0.006829785324648396,-0.00391137459202215,-0.0029184107326262467,,,,,0.014528386231560164
2025-02-02 01:00:00,0.9079,0.9113,0.9053,0.9069,2731028.1,,,,0.9130519921012022,0.9199558531891213,-0.006903861087919072,-0.004509871891201534,-0.002393989196717538,,,,,-0.000991407799074695
2025-02-02 02:00:00,0.9068,0.9069,0.8859,0.8871,5588981.3,,,,0.9090593779317865,0.9175220862862234,-0.008462708354436965,-0.00530043918384862,-0.003162269170588345,,,,,-0.02183261660602054
2025-02-02 03:00:00,0.8871,0.892,0.8661,0.8681,15813920.0,,,,0.9027579351730501,0.9138611910057625,-0.011103255832712322,-0.00646100251362136,-0.004642253319090962,,,,,-0.021418103934167543
2025-02-02 04:00:00,0.8681,0.881,0.8657,0.8754,6617980.9,,,,0.8985490220695039,0.9110122138942245,-0.012463191824720554,-0.0076614403758412,-0.004801751448879355,,,,,0.008409169450524168
2025-02-02 05:00:00,0.8755,0.8915,0.8747,0.8896,4797638.4,,,,0.8971722494434264,0.9094261239761338,-0.01225387453270732,-0.008579927207214424,-0.003673947325492897,,,,,0.016221156042951712
2025-02-02 06:00:00,0.8895,0.8958,0.8872,0.8908,4809685.2,,,32.16216216216219,0.896191903375207,0.9080464110890127,-0.011854507713805695,-0.009234843308532678,-0.0026196644052730172,,,,,0.0013489208633095107
2025-02-02 07:00:00,0.8909,0.891,0.8752,0.88,4520960.3,,,29.31034482758622,0.8937008413174828,0.9059688991564933,-0.012268057839010416,-0.009841486214628227,-0.002426571624382189,,,,,-0.012123933542882881
2025-02-02 08:00:00,0.8799,0.8975,0.8779,0.8917,3819970.1,,,38.256658595641696,0.8933930195763317,0.9049119436634196,-0.01151892408708799,-0.01017697378912018,-0.0013419502979678099,,,,,0.013295454545454666
2025-02-02 09:00:00,0.8916,0.8958,0.8867,0.8952,3391197.1,,,42.06611570247935,0.8936710165645884,0.9041925404290923,-0.01052152386450389,-0.010245883804196922,-0.00027564006030696836,,,,,0.00392508691263882
2025-02-02 10:00:00,0.8952,0.8954,0.8813,0.8865,2941590.2,,,39.95290423861852,0.8925677832469594,0.9028819818787891,-0.010314198631829696,-0.010259546769723477,-5.465186210621906e-05,,,,,-0.00971849865951746
